listing_type	area	zone	project_name	price	bed	bath	size	furnishing	type	tenure	room_type	bath_type	anchors	image	wa_text
unit	Cheras	Taman Sri Sabah	Flat Sri Sabah 3A	1400.0	2	1	880	Partially Furnished	Flat				Taman Connaught MRT • AEON Mall Cheras Selatan • SMK Taman Connaught • Hospital Cheras • Lotus's Cheras • Cheras–Kajang Highway		Hi Hani, I'm interested in the unit rental at Flat Sri Sabah 3A, Taman Sri Sabah.
unit	Shah Alam	Seksyen 8	Flat PKNS Seksyen 8	1200.0	2	1	700	Partially Furnished	Flat				Shah Alam KTM • SACC Mall • UiTM Shah Alam • Hospital Shah Alam • AEON Big Shah Alam • Federal Highway		Hi Hani, I'm interested in the unit rental at Flat PKNS Seksyen 8, Seksyen 8.
unit	Setapak	Setapak	Flat Danau Kota	1000.0	3	1	700	Unfurnished	Flat				No • No • TARUMT • No • No • MRR2		Hi Hani, I'm interested in the unit rental at Flat Danau Kota, Setapak.
unit	Bukit Jalil	Sri Petaling	Endah Ria Condominium	1900.0	3	2	950	Fully Furnished	Condominium				LRT Sri Petaling • Endah Parade • UCSI University • HUKM • Giant Sri Petaling • MEX Highway		Hi Hani, I'm interested in the unit rental at Endah Ria Condominium, Sri Petaling.
unit	Sepang	Salak Tinggi	Ehsan Residence	1650.0	4	2	1100	Fully Furnished	Condominium				Salak Tinggi KTM • Mitsui Outlet Park KLIA • Nilai University • No • Giant Nilai • ELITE Highway		Hi Hani, I'm interested in the unit rental at Ehsan Residence, Salak Tinggi.
unit	Cyberjaya	Cyber 12	Edusphere Atelier	1900.0	2	2	650	Fully Furnished	Service Residence				ERL Putrajaya Sentral • No • University of Cyberjaya • KPJ Putrajaya Specialist Hospital • Giant Cyberjaya • ELITE Highway		Hi Hani, I'm interested in the unit rental at Edusphere Atelier, Cyber 12.
unit	Subang Jaya	USJ 1	Edumetro Residence	2500.0	2	1	560	Fully Furnished	Service Residence				LRT USJ 7 • Sunway Pyramid • Monash University Malaysia • Sunway Medical Centre • Giant USJ • Federal Highway		Hi Hani, I'm interested in the unit rental at Edumetro Residence, USJ 1.
unit	Petaling Jaya	Kota Damansara	Edelweiss @ Tropicana Gardens	4500.0	3	3	908	Partially Furnished	Service Residence				Direct link MRT Surian; Nice view facing Golf Club; NKVE, LDP & Sprint access		Hi Hani, I'm interested in the unit rental at Edelweiss @ Tropicana Gardens, Kota Damansara.
unit	Kuala Lumpur	Segambut	Ecosky	2100.0	3	2	1227	Partially Furnished	Service Residence				KTM Batu Kentonmen • No • No • No • No • DUKE		Hi Hani, I'm interested in the unit rental at Ecosky, Segambut.
unit	Puncak Alam	Eco Grandeur	Eco Grandeur Graham Garden 2-Storey Terrace	1750.0	3	3	1635	Partially Furnished	Landed				No • No • UiTM Puncak Alam • No • Econsave Puncak Alam • DASH Highway		Hi Hani, I'm interested in the unit rental at Eco Grandeur Graham Garden 2-Storey Terrace, Eco Grandeur.
unit	Cyberjaya	Presint 15	Dwiputra Residences	2500.0	3	2	990	Fully Furnished	Condominium				– • Alamanda Shopping Centre • Nexus International School • Putrajaya Hospital • Mydin Putrajaya • MEX Highway		Hi Hani, I'm interested in the unit rental at Dwiputra Residences, Presint 15.
unit	Petaling Jaya	Damansara Perdana	D'Vine Residence	1800.0	2	1	550	Fully Furnished	Condominium				MRT Mutiara Damansara • IPC Shopping Centre • No • Damansara Specialist Hospital • Giant Damansara Jaya • LDP		Hi Hani, I'm interested in the unit rental at D'Vine Residence, Damansara Perdana.
unit	Ampang	Ukay Perdana	Duta Suria Residency 3.5-Storey Superlink Terrace	6000.0	5	6	3010	Fully Furnished	Landed				Ampang Park LRT • Ampang Point Mall • HELP University • Ampang Puteri Specialist Hospital • Tesco Ampang • AKLEH		Hi Hani, I'm interested in the unit rental at Duta Suria Residency 3.5-Storey Superlink Terrace, Ukay Perdana.
unit	Kuala Lumpur	Segambut	Duta Park Residence	4000.0	3	2	–	Fully Furnished	Condominium				MRT Segambut • Sunway Putra Mall • No • Hospital Kuala Lumpur • No • DUKE Highway		Hi Hani, I'm interested in the unit rental at Duta Park Residence, Segambut.
unit	Shah Alam	Setia Alam	D'sini Residence	2500.0	3	2	926	Partially Furnished	Condominium				No • Setia City Mall • No • Selgate Hospital • Lotus's Setia Alam • NKVE		Hi Hani, I'm interested in the unit rental at D'sini Residence, Setia Alam.
unit	Petaling Jaya	Kota Damansara	D'Rimba Damansara	1900.0	3	2	1030	Partially Furnished	Apartment				SRA Kota Damansara • Sekolah Kebangsaan Seksyen 11 Kota Damansara • Kota Damansara Forest Reserve		Hi Hani, I'm interested in the unit rental at D'Rimba Damansara, Kota Damansara.
unit	Shah Alam	Kampung Baru Hicom	Double Storey Terrace	5000.0	7	5	1500	Not Furnished	Landed				Federal Highway, Lebuhraya Kemuning–Shah Alam (LKSA)		Hi Hani, I'm interested in the unit rental at Double Storey Terrace, Kampung Baru Hicom.
unit	Kuala Lumpur	Sri Hartamas	Dorsett Residences	3800.0	2	1	721	Fully Furnished	Service Residence				Semantan MRT Station • Hartamas Shopping Centre • SK Seri Hartamas • Klinik Kesihatan Bukit Damansara • No • SPRINT Highway		Hi Hani, I'm interested in the unit rental at Dorsett Residences, Sri Hartamas.
unit	Kuala Lumpur	Sri Hartamas	Dorsett Residence	2200.0	0	0	560	Partially Furnished	Studio				Semantan MRT • Publika Shopping Gallery • No • KPJ Damansara Specialist • Village Grocer • Sprint Highway		Hi Hani, I'm interested in the unit rental at Dorsett Residence, Sri Hartamas.
unit	Cheras	Sungai Besi	Desa Tasik Fasa 6B	1000.0	3	2	764	Unfurnished	Apartment				LRT Sungai Besi • No • No • No • Hero Supermarket • Sungai Besi Expressway		Hi Hani, I'm interested in the unit rental at Desa Tasik Fasa 6B, Sungai Besi.
unit	Nilai	Nilai	Desa Palma	1100.0	3	2	828	Fully Furnished	Apartment				KTM Nilai (~2km) • Terminal Nilai (~3km) • INTI International University Nilai (~2km) • Aurelius Specialist Hospital Nilai (~2km) • Mydin Nilai (~3km) • LEKAS (~2km)		Hi Hani, I'm interested in the unit rental at Desa Palma, Nilai.
unit	Nilai	Nilai	Desa Palma	1100.0	3	2	828	Fully Furnished	Apartment				KTM Nilai (~2km) • Terminal Nilai (~3km) • INTI International University Nilai (~2km) • Aurelius Specialist Hospital Nilai (~2km) • Mydin Nilai (~3km) • LEKAS (~2km)		Hi Hani, I'm interested in the unit rental at Desa Palma, Nilai.
unit	Nilai	Nilai	Desa Palma	1100.0	3	2	828	Fully Furnished	Apartment				KTM Nilai (~2km) • Terminal Nilai (~3km) • INTI International University Nilai (~2km) • Aurelius Specialist Hospital Nilai (~2km) • Mydin Nilai (~3km) • LEKAS (~2km)		Hi Hani, I'm interested in the unit rental at Desa Palma, Nilai.
unit	Nilai	Nilai	Desa Palma	1100.0	3	2	828	Fully Furnished	Apartment				KTM Nilai (~2km) • Terminal Nilai (~3km) • INTI International University Nilai (~2km) • Aurelius Specialist Hospital Nilai (~2km) • Mydin Nilai (~3km) • LEKAS (~2km)		Hi Hani, I'm interested in the unit rental at Desa Palma, Nilai.
unit	Petaling Jaya	Mutiara Damansara	Desa Mutiara	1100.0	3	1	650	Unfurnished	Apartment				MRT Mutiara Damansara • The Curve • Sri KDU Schools • KPJ Damansara Specialist Hospital • Lotus's Damansara • SPRINT Expressway		Hi Hani, I'm interested in the unit rental at Desa Mutiara, Mutiara Damansara.
unit	Puchong	Taman Puchong Prima	Desa Impiana	1600.0	3	2	1080	Partially Furnished	Apartment				Kolam Renang, Gymnasium, Playground, Security 24 Jam		Hi Hani, I'm interested in the unit rental at Desa Impiana, Taman Puchong Prima.
unit	Puchong	Taman Puchong Prima	Desa Impiana	1600.0	3	2	1080	Partially Furnished	Apartment				Security, Swimming Pool, Playground, Gymnasium		Hi Hani, I'm interested in the unit rental at Desa Impiana, Taman Puchong Prima.
unit	Shah Alam	Setia Alam	De Kiara	1200.0	3	2	818	Partially Furnished	Apartment				Setia City Mall • Hospital Shah Alam • UiTM Shah Alam • DASH		Hi Hani, I'm interested in the unit rental at De Kiara, Setia Alam.
unit	Kuala Lumpur	Taman Keramat	Datum Jelatek LINQ Sky Residence	2400.0	1	1	557	Fully Furnished	Service Residence				LRT Jelatek Station • Datum Jelatek Shopping Mall • SMK Taman Keramat • Gleneagles Hospital Kuala Lumpur • Giant Keramat • AKLEH		Hi Hani, I'm interested in the unit rental at Datum Jelatek LINQ Sky Residence, Taman Keramat.
unit	Setapak	Danau Kota	Danau Kota Suite	2400.0	3	2	969	Fully Furnished	Condominium				LRT Wangsa Maju • AEON Big Danau Kota • TAR UMT • Tawakal Hospital • Giant Setapak Sentral • DUKE Highway		Hi Hani, I'm interested in the unit rental at Danau Kota Suite, Danau Kota.
unit	Setapak	Danau Kota	Danau Kota Suite	2400.0	3	2	969	Fully Furnished	Condominium				AEON Big Danau Kota • TAR UMT • Giant Setapak Sentral • MRR2		Hi Hani, I'm interested in the unit rental at Danau Kota Suite, Danau Kota.
unit	Setapak	Danau Kota	Danau Kota Suite	2400.0	3	2	969	Fully Furnished	Condominium				Security, Swimming Pool, Playground, Barbeque Area, Multipurpose Hall		Hi Hani, I'm interested in the unit rental at Danau Kota Suite, Danau Kota.
unit	Cheras	Cheras	D'Alamanda	1800.0	2+1	2	916	Fully Furnished	Apartment				LRT Maluri Station • Sunway Velocity Mall • MRR2 • AKLEH Highway		Hi Hani, I'm interested in the unit rental at D'Alamanda, Cheras.
unit	Kuala Lumpur	Bangsar South	Cubic Botanical	2100.0	2	1	550	Fully Furnished	Service Residence				Nexus Bangsar South • KL Gateway Mall • Mid Valley Megamall • The Gardens Mall • Cafés, restaurants & convenience stores nearby		Hi Hani, I'm interested in the unit rental at Cubic Botanical, Bangsar South.
unit	Kuala Lumpur	KLCC	Corinthian Condominium	4500.0	3	2	1500	Fully Furnished	Condominium				KLCC LRT Station • Suria KLCC • SMK Tun Abdul Razak • Hospital Ampang Puteri • No • AKLEH		Hi Hani, I'm interested in the unit rental at Corinthian Condominium, KLCC.
unit	Cheras	Pudu	Continew Condominium	1900.0	1	1	550	Fully Furnished	Condominium				MRT Chan Sow Lin • MyTown Shopping Centre • UCSI University • Hospital Kuala Lumpur • AEON Big Cheras Selatan • AKLEH		Hi Hani, I'm interested in the unit rental at Continew Condominium, Pudu.
unit	Kuala Lumpur	Kerinchi	Citizen @ Old Klang Road	2700.0	4	2	1073	Fully Furnished	Service Residence				Swimming Pool • Gymnasium • Multipurpose Hall • Children's Playground • BBQ Area • Jogging Track • Landscaped Garden • 24-Hour Security • Covered Parking		Hi Hani, I'm interested in the unit rental at Citizen @ Old Klang Road, Kerinchi.
unit	Bangi	Southville City	Cerrado @ Southville City	1400.0	2	1	655	Fully Furnished	Condominium				KTM Bangi • EVO Mall Bangi • UNITEN • Columbia Asia Hospital Bangi • AEON Big Bangi • LEKAS Highway		Hi Hani, I'm interested in the unit rental at Cerrado @ Southville City, Southville City.
unit	Bangi	Southville City	Cerrado	1600.0	2	1	656	Fully Furnished	Condominium				KTM Bangi • The Mines Shopping Mall • UKM • Hospital Canselor Tuanku Muhriz • Giant Bangi • LEKAS		Hi Hani, I'm interested in the unit rental at Cerrado, Southville City.
unit	Cyberjaya	Cyber 11	Ceria Residence	2100.0	3	2	1000	Fully Furnished	Service Residence				Putrajaya Sentral (ERL) • D'Pulze Shopping Centre • Multimedia University (MMU) • Hospital Cyberjaya • Giant Cyberjaya • ELITE Highway		Hi Hani, I'm interested in the unit rental at Ceria Residence, Cyber 11.
unit	Kuala Lumpur	Bangsar South	Centrio Pantai Hill Park	3300.0	2	2	1400	Fully Furnished	Service Residence				Kerinchi LRT Station • KL Gateway Mall • Universiti Malaya (UM) • Pantai Hospital Kuala Lumpur • AEON Big Bangsar South • SPRINT Highway		Hi Hani, I'm interested in the unit rental at Centrio Pantai Hill Park, Bangsar South.
unit	Cheras	Bandar Sri Permaisuri	Cengal Condominium	1550.0	3	2	927	Unfurnished	Condominium				MRT Taman Midah • LRT Salak Selatan • KTM Salak Selatan • Hospital Canselor Tuanku Muhriz (HUKM) • SK Seri Permaisuri • SMK Seri Permaisuri • Sungai Besi Highway		Hi Hani, I'm interested in the unit rental at Cengal Condominium, Bandar Sri Permaisuri.
unit	Cheras	Batu 9 Cheras	Casa Suria Condominium	1500.0	4	3	1300	Fully Furnished	Condominium				MRT Taman Suntex • EkoCheras Mall • No • Columbia Asia Hospital Cheras • Giant Batu 9 Cheras • SILK Highway		Hi Hani, I'm interested in the unit rental at Casa Suria Condominium, Batu 9 Cheras.
unit	Kuala Lumpur	Sri Hartamas	Carlton @ Plaza Damas 3	1650.0	0	1	500	Fully Furnished	Studio				Plaza Damas Shopping & Commercial Centre • Publika Shopping Gallery • Solaris Mont Kiara • Hartamas Shopping Centre • Banks, Restaurants & Daily Conveniences		Hi Hani, I'm interested in the unit rental at Carlton @ Plaza Damas 3, Sri Hartamas.
unit	Petaling Jaya	Ara Damansara	Cantara Residence	5500.0	3	2	1184	Fully Furnished	Service Residence						Hi Hani, I'm interested in the unit rental at Cantara Residence, Ara Damansara.
unit	Kajang	Kajang 2	Canopy Hills	1300.0	2	1	597	Partially Furnished	Condominium				KTM Kajang • Kajang Parade • KUIS • Hospital Kajang • Giant Kajang • Lebuhraya SILK		Hi Hani, I'm interested in the unit rental at Canopy Hills, Kajang 2.
unit	Kajang	Kajang 2	Canopy Hills	1300.0	2	1	597	Partially Furnished	Condominium				MRT Kajang • AEON Kajang • No • Hospital Kajang • AEON Big Kajang • LEKAS Highway		Hi Hani, I'm interested in the unit rental at Canopy Hills, Kajang 2.
unit	Kajang	Kajang 2	Canopy Hills	1300.0	2	1	590	Partially Furnished	Condominium				KTM Kajang 2 • No • UKM • No • Econsave • No		Hi Hani, I'm interested in the unit rental at Canopy Hills, Kajang 2.
unit	Kajang	Bukit Mewah	Bukit Tiara Residensi	1700.0	3	2	900	Partially Furnished	Condominium				KTM Kajang • Kajang Mall • SMK Kajang • Hospital Kajang • AEON Big Kajang • LEKAS Highway		Hi Hani, I'm interested in the unit rental at Bukit Tiara Residensi, Bukit Mewah.
unit	Kuala Lumpur	Kuchai Lama	Bukit Gembira Condominium	1700.0	2	2	910	Fully Furnished	Condominium				NSK • Pearl Point Shopping Mall • SMK Kuchai Lama • Hospital UKM • NSK • NPE		Hi Hani, I'm interested in the unit rental at Bukit Gembira Condominium, Kuchai Lama.
unit	Puchong	Bukit Saujana Puchong	BSP Idaman Apartment	1500.0	3	3	1022	Partially Furnished	Apartment				Nearby shops, eateries & daily conveniences		Hi Hani, I'm interested in the unit rental at BSP Idaman Apartment, Bukit Saujana Puchong.
unit	Puchong	Bukit Saujana Puchong	BSP 21	1200.0	1	1	810	Partially Furnished	Studio				LRT Putra Heights • No • No • No • Lotus's Bandar Saujana Putra • SKVE Highway		Hi Hani, I'm interested in the unit rental at BSP 21, Bukit Saujana Puchong.
unit	Shah Alam	Seksyen 13, Shah Alam	Brunsfield Riverview	1600.0	3	2	800	Partially Furnished	Condominium				MSU Medical University • AEON Shah Alam • Stadium Shah Alam		Hi Hani, I'm interested in the unit rental at Brunsfield Riverview, Seksyen 13, Shah Alam.
unit	Ampang	Pandan Perdana	Boulevard	1800.0	1	1	450	Partially Furnished	Service Residence				24-Hour Security • Swimming Pool • Gymnasium • Sauna • Jogging Track • Barbecue Area • Multipurpose Hall • Playground • Mini Mart • Lift		Hi Hani, I'm interested in the unit rental at Boulevard, Pandan Perdana.
unit	Shah Alam	i-City	BeCentral @ i-City	2300.0	2	1	600	Fully Furnished	Service Residence				Central i-City • Universiti Teknologi MARA • Hospital Shah Alam • KTM Padang Jawa • NKVE Highway		Hi Hani, I'm interested in the unit rental at BeCentral @ i-City, i-City.
unit	Selayang	Sri Gombak	Bayu Residensi	1500.0	2	2	700	Unfurnished	Apartment				24-Hour Security • Swimming Pool • Gymnasium • Multipurpose Hall • Playground • Surau • BBQ Area • Landscaped Garden		Hi Hani, I'm interested in the unit rental at Bayu Residensi, Sri Gombak.
unit	Petaling Jaya	Tropicana	Bayu Puteri Apartment	1700.0	3	2	850	Partially Furnished	Apartment				MRT Bandar Utama • Tropicana Gardens Mall • SEGi University Kota Damansara • Tropicana Medical Centre • Jaya Grocer Tropicana Gardens • NKVE		Hi Hani, I'm interested in the unit rental at Bayu Puteri Apartment, Tropicana.
unit	Puchong	Bandar Saujana Putra	Bandar Saujana Putra Cluster-link Semi-D	1600.0	4	4	1759	Unfurnished	Landed				Putra Heights LRT • Lotus's Bandar Saujana Putra • MAHSA University • No • No • ELITE Highway		Hi Hani, I'm interested in the unit rental at Bandar Saujana Putra Cluster-link Semi-D, Bandar Saujana Putra.
unit	Klang	Bandar Parklands	Bandar Parklands Shop Lot	5200.0	–	–	3000	Unfurnished	Shop Lot				KTM Klang • AEON Bukit Tinggi • – • – • Giant Hypermarket Klang • KESAS Highway		Hi Hani, I'm interested in the unit rental at Bandar Parklands Shop Lot, Bandar Parklands.
unit	Sepang	Bandar Mahkota Banting	Bandar Mahkota Banting Jalan Angkasa Single Storey	1100.0	4	3	1650	Unfurnished	Landed				Petronas Banting • Banting Hospital • West Coast Expressway		Hi Hani, I'm interested in the unit rental at Bandar Mahkota Banting Jalan Angkasa Single Storey, Bandar Mahkota Banting.
unit	Sepang	Bandar Mahkota Banting	Bandar Mahkota Banting 2-Storey Terrace	2000.0	4	3	1500	Partially Furnished	Landed				SK Sungai Manggis • Hospital Banting • Econsave Banting • WCE		Hi Hani, I'm interested in the unit rental at Bandar Mahkota Banting 2-Storey Terrace, Bandar Mahkota Banting.
unit	Cheras	Cheras	Bandar Damai Perdana 2-Storey Terrace	1800.0	3	2	1200	Partially Furnished	Landed				No • The Mines Shopping Mall • No • No • AEON Big Tun Hussein Onn • SILK Highway		Hi Hani, I'm interested in the unit rental at Bandar Damai Perdana 2-Storey Terrace, Cheras.
unit	Klang	Bandar Bukit Raja	Bandar Bukit Raja Jalan Makyong Landed	1800.0	3	2	1300	Fully Furnished	Landed				AEON Mall Bukit Raja • Hospital Columbia Asia Klang • Lotus’s Klang • Federal Highway • Setia City Mall • Klang–Shah Alam Expressway (KESAS)		Hi Hani, I'm interested in the unit rental at Bandar Bukit Raja Jalan Makyong Landed, Bandar Bukit Raja.
